Account,count_trades,win_rate,avg_roi,median_roi,pnl_sum,pnl_std,avg_trade_size,max_drawdown,sharpe
0x083384f897ee0f19899168e3b1bec365f52a9012,3818,0.3596123624934521,0.03256511678590857,0.0,1600229.819979,4692.452328769463,16159.57673389209,327934.1042560004,0.4024445194193951
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,7280,0.4427197802197802,0.0010741639830563782,0.0,47885.320514,134.07347277629353,1653.2263269230768,22505.512853999928,0.032207259352180904
0x271b280974205ca63b716753467d5a371de622ab,3809,0.3019165135206091,0.00012149935644409692,0.0,-70436.191318,542.1826592941622,8893.000897873459,132868.175087,0.005864967099529572
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,13311,0.43858462925400044,0.05240811125713732,0.0,132464.814554,113.26935264594304,507.6269326121253,20849.96769999998,0.29904929852497497
0x2c229d22b100a7beb69122eed721cee9b24011dd,3239,0.5199135535659154,0.023537037616554166,0.0028738035409433,168658.004994,255.82909123366827,3138.894782340228,3323.090681999922,0.4676233788701768
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,815,0.45521472392638035,-0.4626373519164081,0.0,-31203.599986,558.7787526232372,1729.9411042944785,72378.920559,-0.033905640825584525
0x39cef799f8b69da1995852eea189df24eb5cae3c,3589,0.32766787405962666,0.005707852497892538,0.0,14456.919335999997,730.495483644371,4790.5754862078575,165878.95836699984,0.04532020232818199
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,332,0.4759036144578313,0.04255941330724995,0.0,53496.247243,1279.8557881354639,3445.471265060241,0.0,0.3112156376535157
0x420ab45e0bd8863569a5efbb9c05d91f40624641,383,0.2349869451697128,0.1302441302156638,0.0,199505.592732,2228.336140282739,5189.367127937337,0.0,0.35755439264298006
0x430f09841d65beb3f27765503d0f850b8bce7713,1237,0.48423605497170574,0.13413984747324048,0.0,416541.872341,1649.4975803457908,2397.824753435732,0.0,0.7803314648398947
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,8519,0.35344524005164923,0.019182449311659182,0.0,103343.716161,88.29284150392282,517.5289235825802,19322.08860599989,0.05219745451893631
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,4356,0.48622589531680444,0.01537297380030694,0.0,677747.050643,855.3540027082513,9084.699093204776,7577.27,0.4625626844207355
0x4f93fead39b70a1824f981a54d4e55b278e9f760,7584,0.3603639240506329,0.0016282136417484787,0.0,308975.869716,656.6936282172401,17098.171054852322,113383.71528999996,0.08594334293671613
0x513b8629fe877bb581bf244e326a047b249c4ff1,12236,0.40119320039228507,0.009598506318254627,0.0,840422.555216,639.4024436908079,34396.58028440667,84803.25168200003,0.2201553525947032
0x6d6a4b953f202f8df5bed40692e7fd865318264a,975,0.4317948717948718,0.20893123724219032,0.0,108731.216772,468.9959817825797,746.7256512820513,89.17809999999008,0.6207081140046963
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,1590,0.34591194968553457,0.017011615347871063,0.0,429355.565915,2525.2404372348287,7216.667245283019,58219.75226099987,0.27210175406182935
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,1430,0.3062937062937063,0.076934116296373,0.0,403011.504159,1591.523957653427,2133.6673636363635,12239.233668999746,0.32593440019109654
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9893,0.8108763772364298,0.027667399882256204,0.0283908943374709,379095.406711,172.52077341762578,2600.7780491256444,22517.283583999786,0.8282453037274954
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,1559,0.45221295702373315,0.003119391529159084,0.0,14900.443047,72.5611952371814,3748.8675112251444,869.1459780000005,0.30797884204706566
0x8170715b3b381dffb7062c0298972d4727a0a63b,4601,0.38274288198217776,0.040947513868715174,0.0,-167621.124781,1647.7789842055993,2204.6855314062163,443038.34972500004,0.2510888691870502
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1911,0.33019361590790164,0.006886085189925604,0.0,65513.657906,325.75560971336085,6279.002286760858,4968.4879479999945,0.19508063820069801
0x8477e447846c758f5a675856001ea72298fd9cb5,14998,0.26196826243499133,0.001704852928878178,0.0,43917.008976,68.6130409480178,820.4285131350847,34260.13481499959,0.02965719811013357
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,3052,0.2853866317169069,0.013138170045239528,0.0,126578.942134,220.3877348338997,3601.689298820446,621.5450600000186,0.44093203812349685
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,15605,0.3457866068567767,0.004412356213598033,0.0,106302.875256,68.2349036218229,1273.1950003204101,8766.773925999856,0.42055219277453926
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,417,0.5731414868105515,0.27606412644074313,0.194647792319765,72846.484272,976.068751360001,2066.6892086330936,14725.235409,0.7776191745242191
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,563,0.40852575488454707,0.04855910719093142,0.0,67845.619531,474.8098365007934,2979.4417761989343,0.0,0.5716261708286212
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,534,0.32209737827715357,0.0026388544487980794,0.0,21758.831753,288.26612386189584,8330.193370786517,2663.777113,0.32780153244251153
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,14733,0.3371343243059798,0.06237843513695339,0.0,2143382.597689,1374.0264020518678,3837.885375008484,10883.684992,0.2844681193674397
0xb899e522b5715391ae1d4f137653e7906c5e2115,4838,0.4386109962794543,3.246168375555292e-05,0.0,22488.500821,332.0834053908585,22504.555828854896,72447.14201299996,0.004038886894515215
0xbaaaf6571ab7d571043ff1e313a9609a10637864,21192,0.46758210645526616,0.01343521408009455,0.0,940163.80622,567.7627628499143,3210.472831257078,25.50699399997393,0.5229955592920322
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2641,0.32752745172283226,0.03908448036770243,0.0,220519.061853,1530.5250331047494,7852.098337750852,116595.66536299998,0.2352724024488577
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,40184,0.428230141349791,0.011334838839710287,0.0,836080.553077,264.1238803160226,1844.2118863229146,98726.73913599993,0.2667263412372325
